sensor0,sensor1,sensor2,label
0.04967141530112327,1.2483800470947262,1.8833637074614327,0
0.17230165233413564,1.2547466954517108,1.7781726873503365,0
0.1979106157373733,1.3703498137802985,1.736909863313264,0
0.11422001083804106,1.2621914542362331,1.7188417262749225,0
0.1041109211257761,1.1316086858616414,1.5737741757637296,0
0.043604663722730884,1.2355279280587108,1.7578434665572749,0
0.02890979973679826,1.2089202931312284,1.8524458399979078,0
0.11696548459558292,1.3697030646426172,1.5421860446519458,0
0.10487993416172771,1.3862969221286368,1.5476675638151358,0
0.21659937526039139,1.32684514962015,1.6110385202634208,0
0.13849866957212154,1.5832864474017332,1.6156430851653867,0
0.11245853018527928,1.4909035256889203,1.471046579475071,0
0.25858898592761015,1.222708986786331,1.4358132452789967,0
0.27676667547906747,1.5019821703853147,1.5606421521592488,0
0.2647908203252897,1.4069134208749086,1.3699092173251008,0
0.22353578582186867,1.3992734010298107,1.5971226469753321,0
0.3489283895729639,1.2767686346411244,1.4968712849999823,0
0.2949788640991827,1.3925346125123832,1.4980972150223393,0
0.45537418552468506,1.559924915564594,1.3248997792180885,0
0.33999923182786124,1.505906638698896,1.4777044798261088,0
0.3415009185241215,1.4596086973163087,1.240292863701699,0
0.2881397906515031,1.5642302265169996,1.4567864054154838,0
0.41873845290796624,1.587540812076732,1.3270335991735047,0
0.3794361315050073,1.5269421056683088,1.4138649166383814,0
0.45819657163048777,1.6502856323878607,0.966774005202449,0
0.5616157890417254,1.5049471867298987,1.1670435531613264,0
0.506056215497287,1.2993083245032853,1.1426941102644126,0
0.5498472488042878,1.6470781503823704,1.080085439070041,0
0.4503368376315646,1.449736875986496,1.1902510846244605,0
0.580899047757842,1.4469604493714063,1.116396558422578,0
0.5743502283298394,1.5962249036155467,0.960797434255193,0
0.5482689458775283,1.4589737998925703,0.8501717900104653,0
0.6268074690688498,1.5225150991967493,0.9621565756415426,0
0.5896581386359191,1.3524989106697636,0.8843179975841544,0
0.5945215723657916,1.410837076374952,0.8746207179171414,0
